,location,total_sqft,bath,price,bhk
2370,Kengeri Satellite Town,795.0,2.0,32.0,2
2371,Kengeri Satellite Town,1060.0,2.0,42.0,2
2372,Kengeri Satellite Town,750.0,2.0,33.0,2
2373,Kengeri Satellite Town,920.0,2.0,39.0,2
2374,Kengeri Satellite Town,985.0,2.0,42.0,2
2375,Kengeri Satellite Town,410.0,1.0,15.0,1
2376,Kengeri Satellite Town,1120.0,2.0,49.0,2
2377,Kengeri Satellite Town,1110.0,2.0,43.0,2
2378,Kengeri Satellite Town,1170.0,2.0,50.0,2
2379,Kengeri Satellite Town,800.0,2.0,32.0,2
2380,Kereguddadahalli,950.0,2.0,32.0,2
2381,Kereguddadahalli,1400.0,2.0,48.0,3
2382,Kereguddadahalli,904.0,2.0,30.0,2
2383,Kereguddadahalli,1240.0,3.0,41.0,3
2384,Kereguddadahalli,600.0,1.0,19.5,1
2385,Kereguddadahalli,1000.0,2.0,34.0,2
2386,Kereguddadahalli,1015.0,2.0,35.0,2
2387,Kodichikkanahalli,1190.0,2.0,57.0,3
2388,Kodichikkanahalli,2700.0,7.0,125.0,5
2389,Kodichikkanahalli,1125.0,2.0,52.0,2
2390,Kodichikkanahalli,1026.0,2.0,45.0,2
2391,Kodichikkanahalli,907.0,2.0,38.5,2
2392,Kodichikkanahalli,1181.0,2.0,57.0,2
2393,Kodichikkanahalli,900.0,2.0,42.0,2
2394,Kodichikkanahalli,1400.0,3.0,66.0,3
2395,Kodichikkanahalli,2700.0,4.0,125.0,5
2396,Kodichikkanahalli,1299.0,2.0,58.0,2
2397,Kodigehaali,1166.0,2.0,55.0,2
2398,Kodigehaali,1320.0,3.0,65.0,3
2399,Kodigehaali,1117.0,2.0,56.0,2
2400,Kodigehaali,1200.0,2.0,55.0,2
2401,Kodigehaali,1200.0,2.0,60.0,2
2402,Kodigehaali,1013.0,2.0,51.0,2
2403,Kodigehaali,1324.0,3.0,65.0,3
2404,Kodigehaali,965.0,2.0,38.0,2
2405,Kodigehaali,1442.0,3.0,80.0,3
2406,Kodigehalli,1270.0,2.0,98.0,2
2407,Kodigehalli,655.0,1.0,53.0,1
2408,Kodigehalli,1820.0,3.0,150.0,3
2409,Kodihalli,3252.0,5.0,335.0,4
2410,Kodihalli,2700.0,4.0,270.0,3
2411,Kodihalli,2392.0,4.0,260.0,3
2412,Kodihalli,2408.0,4.0,260.0,3
2413,Kodihalli,2500.0,4.0,260.0,3
2414,Kodihalli,3197.0,5.0,335.0,4
2415,Kodihalli,1490.0,2.0,150.0,2
2416,Kogilu,1909.0,3.0,88.0,3
2417,Kogilu,1170.0,2.0,51.99,2
2418,Kogilu,650.0,2.0,28.0,2
2419,Kogilu,1140.0,2.0,50.66,2
2420,Kogilu,1200.0,2.0,53.33,2
2421,Kogilu,1190.0,2.0,50.66,2
2422,Kogilu,1140.0,2.0,50.66,2
2423,Kogilu,700.0,1.0,30.84,1
2424,Kogilu,1250.0,2.0,55.55,2
2425,Kogilu,1200.0,2.0,53.33,2
2426,Kogilu,952.0,2.0,49.0,2
2427,Kogilu,700.0,1.0,30.84,1
2428,Kogilu,1250.0,2.0,55.55,2
2429,Kogilu,1140.0,2.0,50.66,2
2430,Kogilu,1140.0,2.0,50.66,2
2431,Konanakunte,2791.0,3.0,223.0,3
2432,Konanakunte,2400.0,2.0,180.0,3
2433,Konanakunte,3746.0,6.0,375.0,4
2434,Koramangala,1320.0,2.0,165.0,2
2436,Koramangala,3500.0,5.0,425.0,4
2437,Koramangala,1005.0,1.0,110.0,2
2438,Koramangala,2292.0,4.0,275.0,3
2439,Koramangala,1325.0,2.0,119.0,2
2441,Koramangala,1900.0,2.0,200.0,2
2442,Koramangala,2292.0,3.0,286.0,3
2443,Koramangala,2300.0,3.0,290.0,3
2444,Koramangala,1320.0,2.0,150.0,2
2445,Koramangala,1083.0,2.0,100.0,2
2446,Koramangala,1744.0,3.0,200.0,3
2447,Koramangala,1180.0,2.0,128.0,2
2448,Koramangala,1320.0,2.0,160.0,2
2449,Koramangala,1370.0,2.0,125.0,2
2450,Koramangala,1744.0,4.0,210.0,3
2451,Koramangala,1320.0,2.0,160.0,2
2452,Koramangala,1320.0,2.0,160.0,2
2453,Koramangala,1710.0,3.0,210.0,3
2455,Kothannur,1206.0,2.0,48.23,2
2456,Kothannur,1197.0,2.0,47.88,2
2457,Kothannur,1197.0,2.0,47.8,2
2458,Kothannur,1070.0,2.0,42.79,2
2459,Kothannur,1485.0,2.0,59.4,3
2460,Kothannur,1215.0,2.0,48.6,3
2461,Kothannur,1404.0,2.0,56.15,3
2462,Kothanur,1186.0,2.0,58.0,2
2463,Kothanur,1847.0,3.0,105.0,3
2464,Kothanur,9600.0,5.0,550.0,5
2466,Kothanur,1187.0,2.0,58.0,2
2467,Kothanur,1847.0,3.0,110.0,3
2469,Kothanur,1185.0,2.0,59.0,2
2472,Kothanur,1790.0,3.0,105.0,3
2473,Kothanur,1145.0,2.0,56.0,2
2474,Kothanur,1455.0,2.0,69.0,2
2475,Kothanur,627.0,1.0,30.0,1
2476,Kothanur,1302.0,2.0,68.5,2
2477,Kothanur,1185.0,2.0,58.0,2
2478,Kothanur,1500.0,1.0,75.0,1
2479,Kothanur,1075.0,2.0,53.0,2
2480,Kothanur,1790.0,3.0,97.0,3
2481,Kothanur,1786.0,2.0,106.0,3
2482,Kothanur,1787.0,3.0,107.0,3
2483,Kothanur,1141.0,2.0,54.0,2
2484,Kothanur,1160.0,2.0,57.0,2
2485,Kothanur,1095.0,2.0,55.0,2
2486,Kothanur,1142.0,2.0,56.0,2
2487,Kothanur,1074.0,2.0,54.0,2
2488,Kothanur,1285.0,2.0,60.0,2
2489,Kothanur,1075.0,2.0,53.0,2
2490,Kothanur,1140.0,2.0,56.0,2
2491,Kothanur,1400.0,2.0,70.0,2
2492,Kothanur,1140.0,2.0,56.0,2
2493,Kothanur,1185.0,2.0,59.0,2
2494,Kothanur,1790.0,3.0,105.0,3
2495,Kothanur,1130.0,2.0,55.0,2
2496,Kothanur,1094.0,2.0,54.0,2
2497,Kothanur,1400.0,2.0,65.0,2
2498,Kothanur,1195.0,2.0,59.0,2
2499,Kothanur,1454.0,3.0,71.5,3
2500,Kudlu,1152.0,2.0,53.5,2
2501,Kudlu,1027.0,2.0,43.0,2
2502,Kudlu,1027.0,2.0,43.0,2
2503,Kudlu,1143.0,2.0,55.0,2
2504,Kudlu,1024.0,2.0,44.0,2
2505,Kudlu,1076.0,2.0,50.0,2
2506,Kudlu,1027.0,2.0,44.0,2
2507,Kudlu,1300.0,2.0,56.0,2
2508,Kudlu,1027.0,2.0,44.0,2
2509,Kudlu,1245.0,2.0,60.0,3
2510,Kudlu,1027.0,2.0,44.0,2
2511,Kudlu,1110.0,2.0,46.0,2
2512,Kudlu,1027.0,2.0,44.0,2
2513,Kudlu,720.0,1.0,33.0,1
2514,Kudlu,1027.0,2.0,44.0,2
2515,Kudlu,1162.0,2.0,52.0,2
2517,Kudlu Gate,1535.0,3.0,85.0,3
2518,Kudlu Gate,1535.0,3.0,86.0,3
2519,Kudlu Gate,1564.0,2.0,92.0,3
2520,Kudlu Gate,1238.0,2.0,55.0,2
2521,Kudlu Gate,1707.0,2.0,99.745,3
2522,Kudlu Gate,1535.0,3.0,86.0,3
2524,Kudlu Gate,1113.0,2.0,50.0,2
2525,Kudlu Gate,812.0,2.0,38.25,2
2526,Kudlu Gate,1547.0,2.0,103.0,2
2527,Kudlu Gate,1336.0,2.0,86.0,2
2528,Kudlu Gate,1919.0,3.0,121.0,3
2529,Kudlu Gate,1535.0,3.0,85.0,3
2530,Kudlu Gate,1850.0,3.0,120.0,3
2531,Kudlu Gate,1164.0,2.0,75.0,2
2532,Kudlu Gate,1850.0,3.0,110.0,3
2533,Kumaraswami Layout,2000.0,4.0,139.0,4
2534,Kumaraswami Layout,1000.0,2.0,48.5,2
2535,Kumaraswami Layout,1000.0,2.0,58.0,2
2536,Kumaraswami Layout,2400.0,7.0,125.0,7
2537,Kumaraswami Layout,2400.0,2.0,125.0,3
2538,Kumaraswami Layout,1310.0,2.0,70.0,3
2539,Kumaraswami Layout,3200.0,7.0,150.0,7
2540,Kumaraswami Layout,1310.0,2.0,85.0,3
2541,Kumaraswami Layout,3100.0,7.0,145.0,7
2542,Kumaraswami Layout,1200.0,3.0,75.0,3
2543,Kumaraswami Layout,1081.0,2.0,60.0,2
2545,Kundalahalli,735.0,2.0,57.99,2
2546,Kundalahalli,1047.0,2.0,82.0,2
2555,Kundalahalli,1047.0,2.0,84.0,2
2556,Kundalahalli,1047.0,2.0,83.0,2
2557,Kundalahalli,7000.0,4.0,550.0,4
2558,Kundalahalli,1047.0,2.0,82.62,2
2559,Kundalahalli,1047.0,2.0,91.0,2
2560,Kundalahalli,1724.0,3.0,146.0,3
2562,Kundalahalli,1047.0,2.0,89.0,2
2564,Kundalahalli,1047.0,2.0,72.0,2
2565,Kundalahalli,1065.0,2.0,70.0,2
2566,Kundalahalli,1724.0,3.0,146.0,3
2567,Kundalahalli,1047.0,2.0,91.0,2
2571,Kundalahalli,1724.0,3.0,140.0,3
2572,LB Shastri Nagar,1043.0,2.0,55.0,2
2573,LB Shastri Nagar,1184.0,2.0,69.0,2
2574,LB Shastri Nagar,665.0,1.0,32.0,1
2575,LB Shastri Nagar,1400.0,2.0,80.0,3
2576,LB Shastri Nagar,1184.0,2.0,62.0,2
2577,LB Shastri Nagar,1000.0,2.0,49.5,2
2578,Laggere,1200.0,2.0,75.0,2
2579,Laggere,620.0,2.0,48.0,1
2580,Lakshminarayana Pura,1185.0,2.0,75.0,2
2581,Lakshminarayana Pura,1600.0,2.0,108.0,3
2582,Lakshminarayana Pura,1180.0,2.0,75.0,2
2583,Lakshminarayana Pura,1179.0,2.0,75.0,2
2584,Lakshminarayana Pura,1149.0,2.0,75.0,2
2585,Lakshminarayana Pura,1175.0,2.0,75.0,2
2586,Lakshminarayana Pura,1190.0,2.0,75.0,2
2587,Lakshminarayana Pura,1200.0,2.0,75.0,2
2588,Lakshminarayana Pura,1200.0,2.0,75.0,2
2589,Lakshminarayana Pura,1165.0,2.0,75.0,2
2590,Lakshminarayana Pura,1145.0,2.0,75.0,2
2591,Lakshminarayana Pura,1169.0,2.0,75.0,2
2592,Lakshminarayana Pura,1200.0,2.0,75.0,2
2593,Lakshminarayana Pura,1172.0,2.0,75.0,2
2594,Lakshminarayana Pura,1172.0,2.0,75.0,2
2595,Lakshminarayana Pura,1180.0,2.0,75.0,2
2596,Lakshminarayana Pura,1200.0,2.0,80.0,2
2597,Lakshminarayana Pura,1195.0,2.0,75.0,2
2598,Lakshminarayana Pura,1200.0,2.0,80.0,2
2599,Lingadheeranahalli,1521.0,3.0,95.0,3
2600,Lingadheeranahalli,1511.0,3.0,95.0,3
2601,Lingadheeranahalli,1683.0,3.0,109.0,3
2602,Lingadheeranahalli,1521.0,3.0,94.99,3
2603,Lingadheeranahalli,1521.0,3.0,94.71,3
2604,Lingadheeranahalli,1893.0,3.0,130.0,3
2605,Lingadheeranahalli,1705.0,3.0,110.0,3
2606,Lingadheeranahalli,2245.0,4.0,154.0,4
2607,Lingadheeranahalli,1682.0,3.0,113.0,3
2608,Lingadheeranahalli,1682.0,3.0,114.0,3
2609,Lingadheeranahalli,1506.0,3.0,95.0,3
2610,Lingadheeranahalli,1683.0,3.0,110.0,3
2611,Lingadheeranahalli,2236.0,4.0,153.0,4
2612,Magadi Road,1116.0,2.0,50.0,2
2613,Magadi Road,884.0,2.0,41.1,2
2614,Magadi Road,1005.0,2.0,55.78,2
2615,Magadi Road,1000.0,2.0,46.5,2
2616,Magadi Road,1116.0,2.0,51.89,2
2617,Magadi Road,1052.0,2.0,60.0,3
2618,Magadi Road,940.0,2.0,50.0,2
2619,Magadi Road,1318.0,2.0,68.0,3
2620,Magadi Road,884.0,2.0,48.0,2
2621,Mahadevpura,1150.0,2.0,52.0,2
2622,Mahadevpura,1260.0,2.0,57.6,2
2623,Mahadevpura,730.0,1.0,35.0,1
2624,Mahadevpura,1434.0,2.0,67.39,3
2625,Mahadevpura,1146.0,2.0,53.8,2
2626,Mahadevpura,1620.0,2.0,76.0,3
2627,Mahadevpura,1400.0,2.0,65.8,3
2628,Mahadevpura,1137.0,2.0,53.4,2
2629,Mahadevpura,1450.0,3.0,75.0,3
2630,Mahadevpura,1152.0,2.0,54.0,2
2631,Mahadevpura,1212.0,2.0,56.9,2
2632,Mahadevpura,1505.0,3.0,78.0,3
2633,Mahadevpura,1500.0,2.0,70.0,3
2634,Mahadevpura,1236.0,2.0,58.0,2
2635,Mahadevpura,1236.0,2.0,58.0,2
2636,Mahadevpura,1120.0,2.0,53.0,2
2637,Mahalakshmi Layout,1575.0,5.0,158.0,4
2638,Mahalakshmi Layout,1200.0,2.0,110.0,3
2639,Mahalakshmi Layout,1876.0,3.0,150.0,3
2640,Mallasandra,1665.0,3.0,95.0,3
2641,Mallasandra,1665.0,3.0,86.58,3
2642,Mallasandra,1340.0,2.0,61.0,2
2643,Mallasandra,1325.0,2.0,70.0,2
2644,Mallasandra,1665.0,3.0,86.91,3
2645,Mallasandra,1325.0,2.0,70.0,2
2646,Mallasandra,905.0,2.0,40.0,2
2647,Mallasandra,1325.0,2.0,65.0,2
2648,Mallasandra,1325.0,2.0,73.0,2
2649,Mallasandra,1565.0,2.0,69.0,2
2650,Malleshpalya,1140.0,2.0,46.5,2
2651,Malleshpalya,1052.0,2.0,50.0,2
2652,Malleshpalya,1065.0,2.0,50.0,2
2653,Malleshpalya,1210.0,2.0,55.0,2
2654,Malleshpalya,1430.0,2.0,69.5,3
2655,Malleshpalya,1245.0,2.0,55.0,2
2656,Malleshpalya,1225.0,2.0,52.0,2
2657,Malleshwaram,2475.0,4.0,332.0,3
2658,Malleshwaram,2475.0,4.0,320.0,3
2659,Malleshwaram,900.0,2.0,95.0,2
2660,Malleshwaram,1420.0,2.0,158.0,2
2661,Malleshwaram,2000.0,3.0,250.0,3
2662,Malleshwaram,2215.0,3.0,275.0,3
2663,Malleshwaram,2475.0,4.0,300.0,3
2664,Malleshwaram,2345.0,2.0,293.0,3
2665,Malleshwaram,2215.0,4.0,310.0,3
2666,Malleshwaram,480.0,1.0,60.0,1
2667,Malleshwaram,2475.0,4.0,326.0,3
2668,Malleshwaram,2476.0,3.0,337.0,3
2669,Malleshwaram,900.0,2.0,90.0,2
2670,Malleshwaram,2050.0,4.0,270.0,3
2671,Malleshwaram,620.0,1.0,86.8,1
2672,Malleshwaram,600.0,1.0,68.0,2
2673,Malleshwaram,2475.0,4.0,337.0,3
2674,Malleshwaram,2215.0,3.0,275.0,3
2675,Malleshwaram,2200.0,3.0,275.0,3
2676,Malleshwaram,2475.0,4.0,326.0,3
2677,Malleshwaram,2475.0,4.0,340.0,3
2678,Malleshwaram,1400.0,2.0,190.0,2
2679,Malleshwaram,2475.0,4.0,300.0,3
2680,Marathahalli,1200.0,2.0,60.0,2
2681,Marathahalli,950.0,2.0,46.96,2
2682,Marathahalli,1230.0,2.0,80.0,2
2683,Marathahalli,3800.0,4.0,250.0,4
2684,Marathahalli,1019.0,2.0,49.85,2
2685,Marathahalli,1215.0,2.0,67.0,2
2686,Marathahalli,1019.0,2.0,49.86,2
2687,Marathahalli,1325.0,2.0,71.55,2
2688,Marathahalli,1152.0,2.0,56.0,2
2689,Marathahalli,1610.0,3.0,90.0,3
2690,Marathahalli,1146.0,2.0,70.0,2
2691,Marathahalli,1469.0,3.0,89.0,3
2692,Marathahalli,957.0,2.0,46.9,2
2693,Marathahalli,1583.0,3.0,105.0,3
2694,Marathahalli,1071.0,2.0,52.25,2
2695,Marathahalli,1215.0,2.0,58.86,2
2696,Marathahalli,1102.0,2.0,53.67,2
2697,Marathahalli,1900.0,3.0,123.0,3
2698,Marathahalli,1045.0,2.0,60.0,2
2699,Marathahalli,1215.0,2.0,58.86,2
2700,Marathahalli,1365.0,2.0,73.0,2
2701,Marathahalli,1208.0,2.0,70.0,2
2702,Marathahalli,1525.0,3.0,90.0,3
2704,Marathahalli,1350.0,2.0,86.0,2
2705,Marathahalli,957.0,2.0,47.0,2
2706,Marathahalli,607.0,1.0,35.0,1
2707,Marathahalli,1075.0,2.0,52.43,2
2708,Marathahalli,1595.0,3.0,90.0,3
2709,Marathahalli,1350.0,2.0,89.0,2
2710,Marathahalli,1020.0,2.0,57.0,2
2711,Marathahalli,1600.0,3.0,88.0,2
2712,Marathahalli,1710.0,3.0,100.0,3
2713,Marathahalli,1358.0,2.0,81.0,2
2714,Marathahalli,1205.0,2.0,75.0,2
2715,Marathahalli,1730.0,3.0,110.0,3
2716,Marathahalli,1200.0,2.0,67.0,2
2717,Marathahalli,1095.0,2.0,60.0,2
2718,Marathahalli,1050.0,2.0,65.0,2
2719,Marathahalli,1102.0,2.0,53.67,2
2720,Marathahalli,1026.0,2.0,49.95,2
2721,Marathahalli,1220.0,2.0,59.0,2
2722,Marathahalli,881.0,2.0,48.06,2
2723,Marathahalli,1710.0,3.0,100.0,3
2724,Marathahalli,1680.0,3.0,105.0,3
2725,Marathahalli,1910.0,3.0,119.0,3
2726,Marathahalli,1602.0,2.0,104.0,2
2727,Marathahalli,700.0,1.0,38.0,1
2728,Marathahalli,1469.0,3.0,89.0,3
2729,Marathahalli,1065.0,2.0,55.0,2
2730,Marathahalli,1196.0,2.0,57.9,2
2731,Marathahalli,1595.0,3.0,88.0,3
2732,Marathahalli,2122.0,3.0,125.0,3
2733,Marathahalli,1730.0,3.0,115.0,3
2734,Marathahalli,1125.0,2.0,55.0,2
2735,Marathahalli,1950.0,3.0,115.0,3
2736,Marathahalli,1250.0,2.0,68.0,2
2737,Marathahalli,1125.0,2.0,56.8,2
2738,Marathahalli,1350.0,2.0,90.0,2
2739,Marathahalli,957.0,2.0,47.0,2
2740,Marathahalli,1125.0,2.0,54.8,2
2741,Marathahalli,1270.0,2.0,73.0,2
2742,Marathahalli,950.0,2.0,46.7,2
2743,Marathahalli,1550.0,3.0,85.0,3
2744,Marathahalli,1019.0,2.0,49.86,2
2745,Marathahalli,1144.0,2.0,65.0,2
2746,Marathahalli,1135.0,2.0,60.0,2
2747,Marathahalli,1102.0,2.0,53.67,2
2748,Marathahalli,1108.0,2.0,60.0,3
2749,Marathahalli,1026.0,2.0,50.18,2
2750,Marathahalli,1270.0,2.0,80.0,2
2751,Marathahalli,1196.0,2.0,57.95,2
2752,Marathahalli,1485.0,2.0,90.0,3
2753,Marathahalli,1146.0,2.0,69.0,2
2754,Margondanahalli,1090.0,2.0,58.0,2
2755,Margondanahalli,1200.0,2.0,67.0,2
2756,Margondanahalli,1000.0,2.0,57.0,2
2757,Margondanahalli,900.0,2.0,49.0,2
2758,Margondanahalli,1140.0,2.0,60.0,2
2759,Margondanahalli,1200.0,2.0,65.0,2
2760,Margondanahalli,1050.0,2.0,58.0,2
2761,Margondanahalli,1160.0,2.0,65.0,2
2762,Marsur,1800.0,4.0,145.0,4
2763,Marsur,1200.0,3.0,90.0,3
2764,Mico Layout,1125.0,2.0,40.0,2
2765,Mico Layout,800.0,1.0,29.5,1
2766,Mico Layout,1250.0,2.0,44.0,3
2767,Mico Layout,1670.0,3.0,59.0,3
2768,Mico Layout,1140.0,2.0,43.0,2
2769,Munnekollal,1170.0,2.0,52.0,2
2770,Munnekollal,1102.0,2.0,53.67,2
2771,Munnekollal,1390.0,3.0,68.0,3
2772,Munnekollal,950.0,2.0,46.5,2
2773,Munnekollal,1560.0,3.0,75.0,3
2774,Munnekollal,1750.0,3.0,86.5,3
2775,Munnekollal,1385.0,2.0,66.5,3
2776,Munnekollal,1200.0,2.0,57.9,3
2777,Munnekollal,1030.0,2.0,50.36,2
2778,Murugeshpalya,1550.0,3.0,74.0,3
2779,Murugeshpalya,1845.0,3.0,91.0,3
2780,Murugeshpalya,1600.0,2.0,65.0,3
2781,Murugeshpalya,1344.0,2.0,56.0,3
2782,Murugeshpalya,1500.0,2.0,70.0,3
2783,Murugeshpalya,1855.0,3.0,96.0,3
2784,Mysore Road,1710.0,4.0,91.31,3
2785,Mysore Road,1020.0,2.0,48.95,2
2786,Mysore Road,1060.0,2.0,62.0,2
2787,Mysore Road,980.0,2.0,45.47,2
2788,Mysore Road,883.0,2.0,40.0,2
2789,Mysore Road,1200.0,2.0,65.0,2
2790,Mysore Road,883.0,2.0,40.95,2
2791,Mysore Road,1070.0,2.0,49.65,2
2792,Mysore Road,883.0,2.0,50.0,2
2793,Mysore Road,883.0,2.0,45.0,2
2794,Mysore Road,1170.0,2.0,65.0,2
2795,Mysore Road,1029.5,2.0,50.855,2
2796,Mysore Road,940.0,2.0,43.61,2
2797,Mysore Road,1020.0,2.0,48.95,2
2798,Mysore Road,1560.0,2.0,83.3,3
2799,Mysore Road,1080.0,2.0,60.0,3
2800,NGR Layout,1020.0,2.0,45.9,2
2801,NGR Layout,1105.0,2.0,49.73,2
2802,NGR Layout,1022.0,2.0,45.9,2
2803,NGR Layout,1019.0,2.0,45.9,2
2804,NGR Layout,1020.0,2.0,46.0,2
2805,NGR Layout,1021.0,2.0,46.0,2
2806,NGR Layout,1021.0,2.0,45.9,2
2807,NRI Layout,1565.0,2.0,75.0,3
2808,NRI Layout,2500.0,5.0,130.0,5
2809,NRI Layout,2150.0,4.0,115.0,4
2810,NRI Layout,1789.0,3.0,75.0,3
2811,NRI Layout,2400.0,2.0,125.0,2
2812,Nagarbhavi,2400.0,3.0,160.0,3
2813,Nagarbhavi,884.0,2.0,36.0,1
2814,Nagarbhavi,1055.0,2.0,55.0,2
2815,Nagarbhavi,1223.0,2.0,60.0,2
2816,Nagarbhavi,956.0,2.0,49.0,2
2817,Nagarbhavi,300.0,1.0,20.0,1
2818,Nagarbhavi,710.0,2.0,40.0,1
2819,Nagarbhavi,1212.0,2.0,50.0,2
2820,Nagarbhavi,1020.0,2.0,55.0,2
2821,Nagarbhavi,1120.0,2.0,53.0,2
2822,Nagarbhavi,1146.0,2.0,50.0,2
2823,Nagarbhavi,1190.0,2.0,63.0,2
2824,Nagarbhavi,1050.0,2.0,80.0,2
2825,Nagarbhavi,2500.0,3.0,180.0,5
2826,Nagarbhavi,1400.0,2.0,135.0,3
2827,Nagarbhavi,1100.0,2.0,46.2,2
2828,Nagarbhavi,1080.0,2.0,49.0,2
2829,Nagarbhavi,1800.0,3.0,180.0,4
2830,Nagarbhavi,1225.0,2.0,58.0,2
2831,Nagasandra,2400.0,4.0,145.0,4
2832,Nagasandra,1650.0,3.0,95.0,3
2833,Nagasandra,1500.0,2.0,91.0,2
2834,Nagavara,2172.65,3.0,120.0,4
2835,Nagavara,936.0,2.0,40.2,2
2836,Nagavara,1125.0,2.0,44.5,2
2837,Nagavara,1315.0,2.0,70.0,2
2838,Nagavara,1077.0,2.0,50.0,2
2839,Nagavara,2496.0,4.0,125.0,4
2840,Nagavara,1110.0,2.0,44.95,2
2841,Nagavara,1247.0,2.0,58.56,2
2842,Nagavarapalya,1392.0,2.0,99.0,2
2843,Nagavarapalya,705.0,1.0,52.5,1
2844,Nagavarapalya,705.0,1.0,57.0,1
2845,Nagavarapalya,705.0,1.0,55.0,1
2846,Nagavarapalya,705.0,1.0,57.0,1
2847,Nagavarapalya,1260.0,2.0,85.5,2
2848,Narayanapura,1485.0,3.0,85.0,3
2849,Narayanapura,2357.0,3.0,135.0,3
2850,Narayanapura,2357.0,3.0,135.0,3
2851,Neeladri Nagar,1053.0,2.0,45.0,2
2852,Neeladri Nagar,674.0,1.0,21.0,1
2853,Neeladri Nagar,1167.0,2.0,38.0,3
2854,Neeladri Nagar,1060.0,2.0,35.0,2
2855,Neeladri Nagar,640.0,1.0,20.5,1
2856,Neeladri Nagar,4000.0,12.0,160.0,10
2857,Nehru Nagar,2363.0,5.0,120.0,4
2858,Nehru Nagar,2342.0,3.0,115.0,4
2859,Nehru Nagar,1374.0,3.0,72.0,3
2860,Nehru Nagar,1674.0,3.0,90.0,3
2861,Nehru Nagar,1269.0,2.0,63.0,3
2862,Nehru Nagar,1100.0,2.0,50.0,2
2863,Nehru Nagar,1674.0,3.0,81.0,3
2864,OMBR Layout,1078.0,2.0,65.0,2
2865,OMBR Layout,1101.0,2.0,65.5,2
2866,OMBR Layout,1041.0,2.0,65.5,2
2867,OMBR Layout,1300.0,2.0,80.0,2
2868,OMBR Layout,1085.0,2.0,64.0,2
2869,OMBR Layout,1101.0,2.0,66.0,2
2870,Old Airport Road,2732.0,4.0,204.0,4
2871,Old Airport Road,3356.0,4.0,251.0,4
2872,Old Airport Road,2774.0,4.0,207.0,4
2873,Old Airport Road,2690.0,4.0,191.0,4
2874,Old Airport Road,2690.0,4.0,199.0,4
2875,Old Airport Road,1150.0,2.0,90.0,2
2876,Old Airport Road,2690.0,4.0,191.0,4
2877,Old Airport Road,2658.0,5.0,187.0,4
2878,Old Airport Road,2774.0,4.0,208.0,4
2879,Old Airport Road,2774.0,4.0,208.0,4
2880,Old Airport Road,2690.0,4.0,201.0,4
2881,Old Airport Road,1145.0,2.0,75.0,2
2882,Old Airport Road,2732.0,4.0,194.0,4
2883,Old Airport Road,2658.0,5.0,189.0,4
2884,Old Airport Road,2774.0,4.0,197.0,4
2885,Old Airport Road,3496.0,4.0,262.0,4
2886,Old Airport Road,2774.0,4.0,197.0,4
2887,Old Airport Road,2732.0,4.0,204.0,4
2888,Old Airport Road,2774.0,4.0,208.0,4
2889,Old Airport Road,1184.0,2.0,78.0,2
2890,Old Airport Road,3504.0,4.0,262.0,4
2891,Old Airport Road,1055.0,2.0,75.0,2
2892,Old Madras Road,1425.0,2.0,94.0,3
2894,Old Madras Road,1200.0,2.0,72.0,2
2895,Old Madras Road,1100.0,2.0,70.0,2
2897,Old Madras Road,1171.0,2.0,75.0,2
2898,Old Madras Road,4500.0,7.0,294.0,5
2899,Old Madras Road,2010.0,3.0,125.0,4
2901,Old Madras Road,1210.0,2.0,74.0,2
2902,Old Madras Road,1171.0,2.0,72.0,2
2903,Old Madras Road,1480.0,3.0,95.0,3
2904,Old Madras Road,1210.0,2.0,80.0,2
2905,Old Madras Road,1859.0,3.0,121.0,3
2908,Old Madras Road,1210.0,2.0,80.0,2
2909,Old Madras Road,1210.0,2.0,77.0,2
2910,Old Madras Road,5020.0,7.0,287.0,5
2911,Old Madras Road,1330.0,2.0,74.0,2
2915,Old Madras Road,1171.0,2.0,73.0,2
2916,Old Madras Road,2640.0,2.0,170.0,2
2917,Padmanabhanagar,1020.0,2.0,63.0,2
2918,Padmanabhanagar,1176.0,2.0,62.0,2
2919,Padmanabhanagar,1100.0,2.0,65.0,2
2920,Padmanabhanagar,3400.0,3.0,210.0,4
2921,Padmanabhanagar,4500.0,4.0,360.0,3
2922,Padmanabhanagar,1100.0,2.0,60.0,2
2923,Padmanabhanagar,2051.0,3.0,170.0,3
2924,Pai Layout,1050.0,2.0,40.0,2
2925,Pai Layout,1400.0,2.0,67.0,3
2926,Pai Layout,1100.0,2.0,50.0,2
2927,Pai Layout,1400.0,2.0,57.5,2
2928,Pai Layout,1175.0,2.0,60.0,2
2929,Pai Layout,810.0,2.0,34.5,2
2930,Pai Layout,1000.0,2.0,42.0,2
2931,Pai Layout,3800.0,6.0,175.0,6
2932,Pai Layout,1068.0,2.0,48.0,2
2934,Panathur,1359.0,2.0,87.0,2
2935,Panathur,1198.0,2.0,77.0,2
2936,Panathur,1180.0,2.0,70.0,2
2937,Panathur,1546.0,3.0,99.0,3
2938,Panathur,1000.0,2.0,65.3,2
2939,Panathur,1109.0,2.0,63.0,2
2940,Panathur,1255.0,2.0,79.0,2
2941,Panathur,1210.0,2.0,80.0,2
2942,Panathur,1210.0,2.0,77.0,2
2943,Panathur,661.0,1.0,40.0,1
2944,Panathur,1210.0,2.0,78.0,2
